# ICD-10-CM FY2026 reference data (public domain, NCHS/CMS).
# Bundled subset: F01-F99 (mental/behavioral) + Z55-Z65 (psychosocial circumstances).
# Generated data — do not hand-edit. Columns: code, billable (1/0), category, description.
code	billable	category	description
F01	0	Vascular dementia	Vascular dementia
F01.5	0	Vascular dementia	Vascular dementia, unspecified severity
F01.50	1	Vascular dementia	Vascular dementia, unspecified severity, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety
F01.51	0	Vascular dementia	Vascular dementia, unspecified severity, with behavioral disturbance
F01.511	1	Vascular dementia	Vascular dementia, unspecified severity, with agitation
F01.518	1	Vascular dementia	Vascular dementia, unspecified severity, with other behavioral disturbance
F01.52	1	Vascular dementia	Vascular dementia, unspecified severity, with psychotic disturbance
F01.53	1	Vascular dementia	Vascular dementia, unspecified severity, with mood disturbance
F01.54	1	Vascular dementia	Vascular dementia, unspecified severity, with anxiety
F01.A	0	Vascular dementia	Vascular dementia, mild
F01.A0	1	Vascular dementia	Vascular dementia, mild, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety
F01.A1	0	Vascular dementia	Vascular dementia, mild, with behavioral disturbance
F01.A11	1	Vascular dementia	Vascular dementia, mild, with agitation
F01.A18	1	Vascular dementia	Vascular dementia, mild, with other behavioral disturbance
F01.A2	1	Vascular dementia	Vascular dementia, mild, with psychotic disturbance
F01.A3	1	Vascular dementia	Vascular dementia, mild, with mood disturbance
F01.A4	1	Vascular dementia	Vascular dementia, mild, with anxiety
F01.B	0	Vascular dementia	Vascular dementia, moderate
F01.B0	1	Vascular dementia	Vascular dementia, moderate, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety
F01.B1	0	Vascular dementia	Vascular dementia, moderate, with behavioral disturbance
F01.B11	1	Vascular dementia	Vascular dementia, moderate, with agitation
F01.B18	1	Vascular dementia	Vascular dementia, moderate, with other behavioral disturbance
F01.B2	1	Vascular dementia	Vascular dementia, moderate, with psychotic disturbance
F01.B3	1	Vascular dementia	Vascular dementia, moderate, with mood disturbance
F01.B4	1	Vascular dementia	Vascular dementia, moderate, with anxiety
F01.C	0	Vascular dementia	Vascular dementia, severe
F01.C0	1	Vascular dementia	Vascular dementia, severe, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety
F01.C1	0	Vascular dementia	Vascular dementia, severe, with behavioral disturbance
F01.C11	1	Vascular dementia	Vascular dementia, severe, with agitation
F01.C18	1	Vascular dementia	Vascular dementia, severe, with other behavioral disturbance
F01.C2	1	Vascular dementia	Vascular dementia, severe, with psychotic disturbance
F01.C3	1	Vascular dementia	Vascular dementia, severe, with mood disturbance
F01.C4	1	Vascular dementia	Vascular dementia, severe, with anxiety
F02	0	Dementia in other diseases classified elsewhere	Dementia in other diseases classified elsewhere
F02.8	0	Dementia in other diseases classified elsewhere	Dementia in other diseases classified elsewhere, unspecified severity
F02.80	1	Dementia in other diseases classified elsewhere	Dementia in other diseases classified elsewhere, unspecified severity, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety
F02.81	0	Dementia in other diseases classified elsewhere	Dementia in other diseases classified elsewhere, unspecified severity, with behavioral disturbance
F02.811	1	Dementia in other diseases classified elsewhere	Dementia in other diseases classified elsewhere, unspecified severity, with agitation
F02.818	1	Dementia in other diseases classified elsewhere	Dementia in other diseases classified elsewhere, unspecified severity, with other behavioral disturbance
F02.82	1	Dementia in other diseases classified elsewhere	Dementia in other diseases classified elsewhere, unspecified severity, with psychotic disturbance
F02.83	1	Dementia in other diseases classified elsewhere	Dementia in other diseases classified elsewhere, unspecified severity, with mood disturbance
F02.84	1	Dementia in other diseases classified elsewhere	Dementia in other diseases classified elsewhere, unspecified severity, with anxiety
F02.A	0	Dementia in other diseases classified elsewhere	Dementia in other diseases classified elsewhere, mild
F02.A0	1	Dementia in other diseases classified elsewhere	Dementia in other diseases classified elsewhere, mild, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety
F02.A1	0	Dementia in other diseases classified elsewhere	Dementia in other diseases classified elsewhere, mild, with behavioral disturbance
F02.A11	1	Dementia in other diseases classified elsewhere	Dementia in other diseases classified elsewhere, mild, with agitation
F02.A18	1	Dementia in other diseases classified elsewhere	Dementia in other diseases classified elsewhere, mild, with other behavioral disturbance
F02.A2	1	Dementia in other diseases classified elsewhere	Dementia in other diseases classified elsewhere, mild, with psychotic disturbance
F02.A3	1	Dementia in other diseases classified elsewhere	Dementia in other diseases classified elsewhere, mild, with mood disturbance
F02.A4	1	Dementia in other diseases classified elsewhere	Dementia in other diseases classified elsewhere, mild, with anxiety
F02.B	0	Dementia in other diseases classified elsewhere	Dementia in other diseases classified elsewhere, moderate
F02.B0	1	Dementia in other diseases classified elsewhere	Dementia in other diseases classified elsewhere, moderate, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety
F02.B1	0	Dementia in other diseases classified elsewhere	Dementia in other diseases classified elsewhere, moderate, with behavioral disturbance
F02.B11	1	Dementia in other diseases classified elsewhere	Dementia in other diseases classified elsewhere, moderate, with agitation
F02.B18	1	Dementia in other diseases classified elsewhere	Dementia in other diseases classified elsewhere, moderate, with other behavioral disturbance
F02.B2	1	Dementia in other diseases classified elsewhere	Dementia in other diseases classified elsewhere, moderate, with psychotic disturbance
F02.B3	1	Dementia in other diseases classified elsewhere	Dementia in other diseases classified elsewhere, moderate, with mood disturbance
F02.B4	1	Dementia in other diseases classified elsewhere	Dementia in other diseases classified elsewhere, moderate, with anxiety
F02.C	0	Dementia in other diseases classified elsewhere	Dementia in other diseases classified elsewhere, severe
F02.C0	1	Dementia in other diseases classified elsewhere	Dementia in other diseases classified elsewhere, severe, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety
F02.C1	0	Dementia in other diseases classified elsewhere	Dementia in other diseases classified elsewhere, severe, with behavioral disturbance
F02.C11	1	Dementia in other diseases classified elsewhere	Dementia in other diseases classified elsewhere, severe, with agitation
F02.C18	1	Dementia in other diseases classified elsewhere	Dementia in other diseases classified elsewhere, severe, with other behavioral disturbance
F02.C2	1	Dementia in other diseases classified elsewhere	Dementia in other diseases classified elsewhere, severe, with psychotic disturbance
F02.C3	1	Dementia in other diseases classified elsewhere	Dementia in other diseases classified elsewhere, severe, with mood disturbance
F02.C4	1	Dementia in other diseases classified elsewhere	Dementia in other diseases classified elsewhere, severe, with anxiety
F03	0	Unspecified dementia	Unspecified dementia
F03.9	0	Unspecified dementia	Unspecified dementia, unspecified severity
F03.90	1	Unspecified dementia	Unspecified dementia, unspecified severity, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety
F03.91	0	Unspecified dementia	Unspecified dementia, unspecified severity, with behavioral disturbance
F03.911	1	Unspecified dementia	Unspecified dementia, unspecified severity, with agitation
F03.918	1	Unspecified dementia	Unspecified dementia, unspecified severity, with other behavioral disturbance
F03.92	1	Unspecified dementia	Unspecified dementia, unspecified severity, with psychotic disturbance
F03.93	1	Unspecified dementia	Unspecified dementia, unspecified severity, with mood disturbance
F03.94	1	Unspecified dementia	Unspecified dementia, unspecified severity, with anxiety
F03.A	0	Unspecified dementia	Unspecified dementia, mild
F03.A0	1	Unspecified dementia	Unspecified dementia, mild, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety
F03.A1	0	Unspecified dementia	Unspecified dementia, mild, with behavioral disturbance
F03.A11	1	Unspecified dementia	Unspecified dementia, mild, with agitation
F03.A18	1	Unspecified dementia	Unspecified dementia, mild, with other behavioral disturbance
F03.A2	1	Unspecified dementia	Unspecified dementia, mild, with psychotic disturbance
F03.A3	1	Unspecified dementia	Unspecified dementia, mild, with mood disturbance
F03.A4	1	Unspecified dementia	Unspecified dementia, mild, with anxiety
F03.B	0	Unspecified dementia	Unspecified dementia, moderate
F03.B0	1	Unspecified dementia	Unspecified dementia, moderate, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety
F03.B1	0	Unspecified dementia	Unspecified dementia, moderate, with behavioral disturbance
F03.B11	1	Unspecified dementia	Unspecified dementia, moderate, with agitation
F03.B18	1	Unspecified dementia	Unspecified dementia, moderate, with other behavioral disturbance
F03.B2	1	Unspecified dementia	Unspecified dementia, moderate, with psychotic disturbance
F03.B3	1	Unspecified dementia	Unspecified dementia, moderate, with mood disturbance
F03.B4	1	Unspecified dementia	Unspecified dementia, moderate, with anxiety
F03.C	0	Unspecified dementia	Unspecified dementia, severe
F03.C0	1	Unspecified dementia	Unspecified dementia, severe, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety
F03.C1	0	Unspecified dementia	Unspecified dementia, severe, with behavioral disturbance
F03.C11	1	Unspecified dementia	Unspecified dementia, severe, with agitation
F03.C18	1	Unspecified dementia	Unspecified dementia, severe, with other behavioral disturbance
F03.C2	1	Unspecified dementia	Unspecified dementia, severe, with psychotic disturbance
F03.C3	1	Unspecified dementia	Unspecified dementia, severe, with mood disturbance
F03.C4	1	Unspecified dementia	Unspecified dementia, severe, with anxiety
F04	1	Amnestic disorder due to known physiological condition	Amnestic disorder due to known physiological condition
F05	1	Delirium due to known physiological condition	Delirium due to known physiological condition
F06	0	Other mental disorders due to known physiological condition	Other mental disorders due to known physiological condition
F06.0	1	Other mental disorders due to known physiological condition	Psychotic disorder with hallucinations due to known physiological condition
F06.1	1	Other mental disorders due to known physiological condition	Catatonic disorder due to known physiological condition
F06.2	1	Other mental disorders due to known physiological condition	Psychotic disorder with delusions due to known physiological condition
F06.3	0	Other mental disorders due to known physiological condition	Mood disorder due to known physiological condition
F06.30	1	Other mental disorders due to known physiological condition	Mood disorder due to known physiological condition, unspecified
F06.31	1	Other mental disorders due to known physiological condition	Mood disorder due to known physiological condition with depressive features
F06.32	1	Other mental disorders due to known physiological condition	Mood disorder due to known physiological condition with major depressive-like episode
F06.33	1	Other mental disorders due to known physiological condition	Mood disorder due to known physiological condition with manic features
F06.34	1	Other mental disorders due to known physiological condition	Mood disorder due to known physiological condition with mixed features
F06.4	1	Other mental disorders due to known physiological condition	Anxiety disorder due to known physiological condition
F06.7	0	Other mental disorders due to known physiological condition	Mild neurocognitive disorder due to known physiological condition
F06.70	1	Other mental disorders due to known physiological condition	Mild neurocognitive disorder due to known physiological condition without behavioral disturbance
F06.71	1	Other mental disorders due to known physiological condition	Mild neurocognitive disorder due to known physiological condition with behavioral disturbance
F06.8	1	Other mental disorders due to known physiological condition	Other specified mental disorders due to known physiological condition
F07	0	Personality and behavioral disorders due to known physiological condition	Personality and behavioral disorders due to known physiological condition
F07.0	1	Personality and behavioral disorders due to known physiological condition	Personality change due to known physiological condition
F07.8	0	Personality and behavioral disorders due to known physiological condition	Other personality and behavioral disorders due to known physiological condition
F07.81	1	Personality and behavioral disorders due to known physiological condition	Postconcussional syndrome
F07.89	1	Personality and behavioral disorders due to known physiological condition	Other personality and behavioral disorders due to known physiological condition
F07.9	1	Personality and behavioral disorders due to known physiological condition	Unspecified personality and behavioral disorder due to known physiological condition
F09	1	Unspecified mental disorder due to known physiological condition	Unspecified mental disorder due to known physiological condition
F10	0	Alcohol related disorders	Alcohol related disorders
F10.1	0	Alcohol related disorders	Alcohol abuse
F10.10	1	Alcohol related disorders	Alcohol abuse, uncomplicated
F10.11	1	Alcohol related disorders	Alcohol abuse, in remission
F10.12	0	Alcohol related disorders	Alcohol abuse with intoxication
F10.120	1	Alcohol related disorders	Alcohol abuse with intoxication, uncomplicated
F10.121	1	Alcohol related disorders	Alcohol abuse with intoxication delirium
F10.129	1	Alcohol related disorders	Alcohol abuse with intoxication, unspecified
F10.13	0	Alcohol related disorders	Alcohol abuse, with withdrawal
F10.130	1	Alcohol related disorders	Alcohol abuse with withdrawal, uncomplicated
F10.131	1	Alcohol related disorders	Alcohol abuse with withdrawal delirium
F10.132	1	Alcohol related disorders	Alcohol abuse with withdrawal with perceptual disturbance
F10.139	1	Alcohol related disorders	Alcohol abuse with withdrawal, unspecified
F10.14	1	Alcohol related disorders	Alcohol abuse with alcohol-induced mood disorder
F10.15	0	Alcohol related disorders	Alcohol abuse with alcohol-induced psychotic disorder
F10.150	1	Alcohol related disorders	Alcohol abuse with alcohol-induced psychotic disorder with delusions
F10.151	1	Alcohol related disorders	Alcohol abuse with alcohol-induced psychotic disorder with hallucinations
F10.159	1	Alcohol related disorders	Alcohol abuse with alcohol-induced psychotic disorder, unspecified
F10.18	0	Alcohol related disorders	Alcohol abuse with other alcohol-induced disorders
F10.180	1	Alcohol related disorders	Alcohol abuse with alcohol-induced anxiety disorder
F10.181	1	Alcohol related disorders	Alcohol abuse with alcohol-induced sexual dysfunction
F10.182	1	Alcohol related disorders	Alcohol abuse with alcohol-induced sleep disorder
F10.188	1	Alcohol related disorders	Alcohol abuse with other alcohol-induced disorder
F10.19	1	Alcohol related disorders	Alcohol abuse with unspecified alcohol-induced disorder
F10.2	0	Alcohol related disorders	Alcohol dependence
F10.20	1	Alcohol related disorders	Alcohol dependence, uncomplicated
F10.21	1	Alcohol related disorders	Alcohol dependence, in remission
F10.22	0	Alcohol related disorders	Alcohol dependence with intoxication
F10.220	1	Alcohol related disorders	Alcohol dependence with intoxication, uncomplicated
F10.221	1	Alcohol related disorders	Alcohol dependence with intoxication delirium
F10.229	1	Alcohol related disorders	Alcohol dependence with intoxication, unspecified
F10.23	0	Alcohol related disorders	Alcohol dependence with withdrawal
F10.230	1	Alcohol related disorders	Alcohol dependence with withdrawal, uncomplicated
F10.231	1	Alcohol related disorders	Alcohol dependence with withdrawal delirium
F10.232	1	Alcohol related disorders	Alcohol dependence with withdrawal with perceptual disturbance
F10.239	1	Alcohol related disorders	Alcohol dependence with withdrawal, unspecified
F10.24	1	Alcohol related disorders	Alcohol dependence with alcohol-induced mood disorder
F10.25	0	Alcohol related disorders	Alcohol dependence with alcohol-induced psychotic disorder
F10.250	1	Alcohol related disorders	Alcohol dependence with alcohol-induced psychotic disorder with delusions
F10.251	1	Alcohol related disorders	Alcohol dependence with alcohol-induced psychotic disorder with hallucinations
F10.259	1	Alcohol related disorders	Alcohol dependence with alcohol-induced psychotic disorder, unspecified
F10.26	1	Alcohol related disorders	Alcohol dependence with alcohol-induced persisting amnestic disorder
F10.27	1	Alcohol related disorders	Alcohol dependence with alcohol-induced persisting dementia
F10.28	0	Alcohol related disorders	Alcohol dependence with other alcohol-induced disorders
F10.280	1	Alcohol related disorders	Alcohol dependence with alcohol-induced anxiety disorder
F10.281	1	Alcohol related disorders	Alcohol dependence with alcohol-induced sexual dysfunction
F10.282	1	Alcohol related disorders	Alcohol dependence with alcohol-induced sleep disorder
F10.288	1	Alcohol related disorders	Alcohol dependence with other alcohol-induced disorder
F10.29	1	Alcohol related disorders	Alcohol dependence with unspecified alcohol-induced disorder
F10.9	0	Alcohol related disorders	Alcohol use, unspecified
F10.90	1	Alcohol related disorders	Alcohol use, unspecified, uncomplicated
F10.91	1	Alcohol related disorders	Alcohol use, unspecified, in remission
F10.92	0	Alcohol related disorders	Alcohol use, unspecified with intoxication
F10.920	1	Alcohol related disorders	Alcohol use, unspecified with intoxication, uncomplicated
F10.921	1	Alcohol related disorders	Alcohol use, unspecified with intoxication delirium
F10.929	1	Alcohol related disorders	Alcohol use, unspecified with intoxication, unspecified
F10.93	0	Alcohol related disorders	Alcohol use, unspecified with withdrawal
F10.930	1	Alcohol related disorders	Alcohol use, unspecified with withdrawal, uncomplicated
F10.931	1	Alcohol related disorders	Alcohol use, unspecified with withdrawal delirium
F10.932	1	Alcohol related disorders	Alcohol use, unspecified with withdrawal with perceptual disturbance
F10.939	1	Alcohol related disorders	Alcohol use, unspecified with withdrawal, unspecified
F10.94	1	Alcohol related disorders	Alcohol use, unspecified with alcohol-induced mood disorder
F10.95	0	Alcohol related disorders	Alcohol use, unspecified with alcohol-induced psychotic disorder
F10.950	1	Alcohol related disorders	Alcohol use, unspecified with alcohol-induced psychotic disorder with delusions
F10.951	1	Alcohol related disorders	Alcohol use, unspecified with alcohol-induced psychotic disorder with hallucinations
F10.959	1	Alcohol related disorders	Alcohol use, unspecified with alcohol-induced psychotic disorder, unspecified
F10.96	1	Alcohol related disorders	Alcohol use, unspecified with alcohol-induced persisting amnestic disorder
F10.97	1	Alcohol related disorders	Alcohol use, unspecified with alcohol-induced persisting dementia
F10.98	0	Alcohol related disorders	Alcohol use, unspecified with other alcohol-induced disorders
F10.980	1	Alcohol related disorders	Alcohol use, unspecified with alcohol-induced anxiety disorder
F10.981	1	Alcohol related disorders	Alcohol use, unspecified with alcohol-induced sexual dysfunction
F10.982	1	Alcohol related disorders	Alcohol use, unspecified with alcohol-induced sleep disorder
F10.988	1	Alcohol related disorders	Alcohol use, unspecified with other alcohol-induced disorder
F10.99	1	Alcohol related disorders	Alcohol use, unspecified with unspecified alcohol-induced disorder
F11	0	Opioid related disorders	Opioid related disorders
F11.1	0	Opioid related disorders	Opioid abuse
F11.10	1	Opioid related disorders	Opioid abuse, uncomplicated
F11.11	1	Opioid related disorders	Opioid abuse, in remission
F11.12	0	Opioid related disorders	Opioid abuse with intoxication
F11.120	1	Opioid related disorders	Opioid abuse with intoxication, uncomplicated
F11.121	1	Opioid related disorders	Opioid abuse with intoxication delirium
F11.122	1	Opioid related disorders	Opioid abuse with intoxication with perceptual disturbance
F11.129	1	Opioid related disorders	Opioid abuse with intoxication, unspecified
F11.13	1	Opioid related disorders	Opioid abuse with withdrawal
F11.14	1	Opioid related disorders	Opioid abuse with opioid-induced mood disorder
F11.15	0	Opioid related disorders	Opioid abuse with opioid-induced psychotic disorder
F11.150	1	Opioid related disorders	Opioid abuse with opioid-induced psychotic disorder with delusions
F11.151	1	Opioid related disorders	Opioid abuse with opioid-induced psychotic disorder with hallucinations
F11.159	1	Opioid related disorders	Opioid abuse with opioid-induced psychotic disorder, unspecified
F11.18	0	Opioid related disorders	Opioid abuse with other opioid-induced disorder
F11.181	1	Opioid related disorders	Opioid abuse with opioid-induced sexual dysfunction
F11.182	1	Opioid related disorders	Opioid abuse with opioid-induced sleep disorder
F11.188	1	Opioid related disorders	Opioid abuse with other opioid-induced disorder
F11.19	1	Opioid related disorders	Opioid abuse with unspecified opioid-induced disorder
F11.2	0	Opioid related disorders	Opioid dependence
F11.20	1	Opioid related disorders	Opioid dependence, uncomplicated
F11.21	1	Opioid related disorders	Opioid dependence, in remission
F11.22	0	Opioid related disorders	Opioid dependence with intoxication
F11.220	1	Opioid related disorders	Opioid dependence with intoxication, uncomplicated
F11.221	1	Opioid related disorders	Opioid dependence with intoxication delirium
F11.222	1	Opioid related disorders	Opioid dependence with intoxication with perceptual disturbance
F11.229	1	Opioid related disorders	Opioid dependence with intoxication, unspecified
F11.23	1	Opioid related disorders	Opioid dependence with withdrawal
F11.24	1	Opioid related disorders	Opioid dependence with opioid-induced mood disorder
F11.25	0	Opioid related disorders	Opioid dependence with opioid-induced psychotic disorder
F11.250	1	Opioid related disorders	Opioid dependence with opioid-induced psychotic disorder with delusions
F11.251	1	Opioid related disorders	Opioid dependence with opioid-induced psychotic disorder with hallucinations
F11.259	1	Opioid related disorders	Opioid dependence with opioid-induced psychotic disorder, unspecified
F11.28	0	Opioid related disorders	Opioid dependence with other opioid-induced disorder
F11.281	1	Opioid related disorders	Opioid dependence with opioid-induced sexual dysfunction
F11.282	1	Opioid related disorders	Opioid dependence with opioid-induced sleep disorder
F11.288	1	Opioid related disorders	Opioid dependence with other opioid-induced disorder
F11.29	1	Opioid related disorders	Opioid dependence with unspecified opioid-induced disorder
F11.9	0	Opioid related disorders	Opioid use, unspecified
F11.90	1	Opioid related disorders	Opioid use, unspecified, uncomplicated
F11.91	1	Opioid related disorders	Opioid use, unspecified, in remission
F11.92	0	Opioid related disorders	Opioid use, unspecified with intoxication
F11.920	1	Opioid related disorders	Opioid use, unspecified with intoxication, uncomplicated
F11.921	1	Opioid related disorders	Opioid use, unspecified with intoxication delirium
F11.922	1	Opioid related disorders	Opioid use, unspecified with intoxication with perceptual disturbance
F11.929	1	Opioid related disorders	Opioid use, unspecified with intoxication, unspecified
F11.93	1	Opioid related disorders	Opioid use, unspecified with withdrawal
F11.94	1	Opioid related disorders	Opioid use, unspecified with opioid-induced mood disorder
F11.95	0	Opioid related disorders	Opioid use, unspecified with opioid-induced psychotic disorder
F11.950	1	Opioid related disorders	Opioid use, unspecified with opioid-induced psychotic disorder with delusions
F11.951	1	Opioid related disorders	Opioid use, unspecified with opioid-induced psychotic disorder with hallucinations
F11.959	1	Opioid related disorders	Opioid use, unspecified with opioid-induced psychotic disorder, unspecified
F11.98	0	Opioid related disorders	Opioid use, unspecified with other specified opioid-induced disorder
F11.981	1	Opioid related disorders	Opioid use, unspecified with opioid-induced sexual dysfunction
F11.982	1	Opioid related disorders	Opioid use, unspecified with opioid-induced sleep disorder
F11.988	1	Opioid related disorders	Opioid use, unspecified with other opioid-induced disorder
F11.99	1	Opioid related disorders	Opioid use, unspecified with unspecified opioid-induced disorder
F12	0	Cannabis related disorders	Cannabis related disorders
F12.1	0	Cannabis related disorders	Cannabis abuse
F12.10	1	Cannabis related disorders	Cannabis abuse, uncomplicated
F12.11	1	Cannabis related disorders	Cannabis abuse, in remission
F12.12	0	Cannabis related disorders	Cannabis abuse with intoxication
F12.120	1	Cannabis related disorders	Cannabis abuse with intoxication, uncomplicated
F12.121	1	Cannabis related disorders	Cannabis abuse with intoxication delirium
F12.122	1	Cannabis related disorders	Cannabis abuse with intoxication with perceptual disturbance
F12.129	1	Cannabis related disorders	Cannabis abuse with intoxication, unspecified
F12.13	1	Cannabis related disorders	Cannabis abuse with withdrawal
F12.15	0	Cannabis related disorders	Cannabis abuse with psychotic disorder
F12.150	1	Cannabis related disorders	Cannabis abuse with psychotic disorder with delusions
F12.151	1	Cannabis related disorders	Cannabis abuse with psychotic disorder with hallucinations
F12.159	1	Cannabis related disorders	Cannabis abuse with psychotic disorder, unspecified
F12.18	0	Cannabis related disorders	Cannabis abuse with other cannabis-induced disorder
F12.180	1	Cannabis related disorders	Cannabis abuse with cannabis-induced anxiety disorder
F12.188	1	Cannabis related disorders	Cannabis abuse with other cannabis-induced disorder
F12.19	1	Cannabis related disorders	Cannabis abuse with unspecified cannabis-induced disorder
F12.2	0	Cannabis related disorders	Cannabis dependence
F12.20	1	Cannabis related disorders	Cannabis dependence, uncomplicated
F12.21	1	Cannabis related disorders	Cannabis dependence, in remission
F12.22	0	Cannabis related disorders	Cannabis dependence with intoxication
F12.220	1	Cannabis related disorders	Cannabis dependence with intoxication, uncomplicated
F12.221	1	Cannabis related disorders	Cannabis dependence with intoxication delirium
F12.222	1	Cannabis related disorders	Cannabis dependence with intoxication with perceptual disturbance
F12.229	1	Cannabis related disorders	Cannabis dependence with intoxication, unspecified
F12.23	1	Cannabis related disorders	Cannabis dependence with withdrawal
F12.25	0	Cannabis related disorders	Cannabis dependence with psychotic disorder
F12.250	1	Cannabis related disorders	Cannabis dependence with psychotic disorder with delusions
F12.251	1	Cannabis related disorders	Cannabis dependence with psychotic disorder with hallucinations
F12.259	1	Cannabis related disorders	Cannabis dependence with psychotic disorder, unspecified
F12.28	0	Cannabis related disorders	Cannabis dependence with other cannabis-induced disorder
F12.280	1	Cannabis related disorders	Cannabis dependence with cannabis-induced anxiety disorder
F12.288	1	Cannabis related disorders	Cannabis dependence with other cannabis-induced disorder
F12.29	1	Cannabis related disorders	Cannabis dependence with unspecified cannabis-induced disorder
F12.9	0	Cannabis related disorders	Cannabis use, unspecified
F12.90	1	Cannabis related disorders	Cannabis use, unspecified, uncomplicated
F12.91	1	Cannabis related disorders	Cannabis use, unspecified, in remission
F12.92	0	Cannabis related disorders	Cannabis use, unspecified with intoxication
F12.920	1	Cannabis related disorders	Cannabis use, unspecified with intoxication, uncomplicated
F12.921	1	Cannabis related disorders	Cannabis use, unspecified with intoxication delirium
F12.922	1	Cannabis related disorders	Cannabis use, unspecified with intoxication with perceptual disturbance
F12.929	1	Cannabis related disorders	Cannabis use, unspecified with intoxication, unspecified
F12.93	1	Cannabis related disorders	Cannabis use, unspecified with withdrawal
F12.95	0	Cannabis related disorders	Cannabis use, unspecified with psychotic disorder
F12.950	1	Cannabis related disorders	Cannabis use, unspecified with psychotic disorder with delusions
F12.951	1	Cannabis related disorders	Cannabis use, unspecified with psychotic disorder with hallucinations
F12.959	1	Cannabis related disorders	Cannabis use, unspecified with psychotic disorder, unspecified
F12.98	0	Cannabis related disorders	Cannabis use, unspecified with other cannabis-induced disorder
F12.980	1	Cannabis related disorders	Cannabis use, unspecified with anxiety disorder
F12.988	1	Cannabis related disorders	Cannabis use, unspecified with other cannabis-induced disorder
F12.99	1	Cannabis related disorders	Cannabis use, unspecified with unspecified cannabis-induced disorder
F13	0	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic, or anxiolytic related disorders
F13.1	0	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic-related abuse
F13.10	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic abuse, uncomplicated
F13.11	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic abuse, in remission
F13.12	0	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic abuse with intoxication
F13.120	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic abuse with intoxication, uncomplicated
F13.121	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic abuse with intoxication delirium
F13.129	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic abuse with intoxication, unspecified
F13.13	0	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic abuse with withdrawal
F13.130	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic abuse with withdrawal, uncomplicated
F13.131	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic abuse with withdrawal delirium
F13.132	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic abuse with withdrawal with perceptual disturbance
F13.139	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic abuse with withdrawal, unspecified
F13.14	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced mood disorder
F13.15	0	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced psychotic disorder
F13.150	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced psychotic disorder with delusions
F13.151	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced psychotic disorder with hallucinations
F13.159	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced psychotic disorder, unspecified
F13.18	0	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic abuse with other sedative, hypnotic or anxiolytic-induced disorders
F13.180	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced anxiety disorder
F13.181	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced sexual dysfunction
F13.182	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced sleep disorder
F13.188	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic abuse with other sedative, hypnotic or anxiolytic-induced disorder
